서지ID,제목,저자,출판사,출판년,청구기호,분류기호,분류항목,주제어,검색청구기호
CATTOC000000743612,Public intimacy : architecture and the visual arts,"Bruno, Giuliana",MIT Press,2007,720.1 B898p,720.1,,,720.1
CATTOC000000764256,우리가 집을 짓는 10가지 이유,"Moore, Rowan",계단,2014,720.1 M823w K,720.1,,,720.1
CATTOC000000789193,영원의 건축,"Alexander, Christopher",안그라픽스,2013,720.1 A375t K,720.1,,,720.1
CATTOC000000044615,"Architecture, language and meaning : the origins of the built world and its semiotic organization","Preziosi, Donald",Mouton,1979,720.1 P944a,720.1,,,720.1
CATTOC000000714626,Fit : an architect's manifesto,"Geddes, Robert",Princeton University Press,2013,720.1 G295f,720.1,,,720.1
CATTOC000000754929,테크놀로지와 건축미학,신문기,발언,2004,720.1 신37ㅌ,720.1,,,720.1
CATTOC000000840837,Sexuality & space,"Colomina, Beatriz",Princeton Architectural,1992,720.1 S518,720.1,,,720.1
CATTOC000000796185,The situationist city,"Sadler, Simon",MIT,1999,720.1 S126s,720.1,,,720.1
CATTOC000000134205,Origins of fctionalist theory,"De Zurko, EdwardRobert",Columbia Univ. Press,1957,720.1 D532,720.1,,,720.1
CATTOC000000134206,Intentions in architecture,"Norberg-Schulz, Christian",M. I. T.,1965,720.1 N822i,720.1,,,720.1
CATTOC000000179983,건축의 7가지 힘,영목 박지,국제,1999,720.1 영35ㄱ K,720.1,,,720.1
CATTOC000000821094,인간장소 : 휴먼 디자인의 일곱 가지 허미뉴틱스,민병호,문운당,2017,720.1 민44ㅇ,720.1,,,720.1
CATTOC000000207042,空間의 生命,판기을랑,산업도서출판공사,1985,720.1 판19 1985/K,720.1,,,720.1
CATTOC000000208634,建築形而上學,김광민,泰林文化社,1994,720.1 김16ㄱ,720.1,,,720.1
CATTOC000000373277,The timeless way of building,"Alexander, Christopher",Oxford University Press,1979,720.1 A375t,720.1,,,720.1
CATTOC000000374804,世界觀としての建築 : ルドルフ·シュタイナ-論,상송 우이,"相模書房,",1974,720.1 S822상,720.1,,,720.1
CATTOC000000485006,"建築, 都市形態論 : 都市, 建築, 構造 / 제7판","Alexander, Christopher",태림문화사,1998,720.1 A375p 1998/ K,720.1,,,720.1
CATTOC000000383615,건축미학산책,김경수,발언,2000,720.1 김14ㄱ,720.1,,,720.1
CATTOC000000335750,Se>miotique de l'espace,,Denoe@l/Gonthier,1979,720.1 S471,720.1,,,720.1
CATTOC000000452443,Architecture from the outside : essays on virtual and real space,"Grosz, E. A.",MIT Press,2001,720.1 G879a,720.1,,,720.1
CATTOC000000827466,"시뮬라크르, 장소 그리고 건축 : 현대건축의 지형",임동연,세진사,2016,720.1 임2251ㅅ,720.1,,,720.1
CATTOC000000366443,공간의 이해와 인간공학,신태양,도서출판국제,2001,720.1 신832ㄱ,720.1,,,720.1
CATTOC000000467316,The singular objects of architecture,"Baudrillard, Jean",University of Minnesota Press,2002,720.1 B342o E,720.1,,,720.1
CATTOC000000477736,In the scheme of things : alternative thinking on the practice of architecture,"Fisher, Thomas",University of Minnesota Press,2000,720.1 F536i,720.1,,,720.1
CATTOC000000479671,The phenomenon of life : an essay on the art of building and the nature of the universe,"Alexander, Christopher",Center for Environmental Structure,2002,720.1 A375nPH,720.1,,,720.1
CATTOC000000088953,建築의 表現體系,"Bonta, Juan Pablo",技文堂,1992,720.1 B722a K,720.1,,,720.1
CATTOC000000088954,建築의 形態言語: 디자인.計算.認知를 중심으로,"Mitchell, William John",국제,1993,720.1 M682l K,720.1,,,720.1
CATTOC000000088955,건축미학,"Scruton, Roger",서광사,1985,720.1 S435a K,720.1,,,720.1
CATTOC000000044617,A graphic survey of perception and behavior for the design professions,"Wilson, Forrest",Van Nostrand Reinhold,1984,720.1 W748g,720.1,,,720.1
CATTOC000000846168,"미지의 문 : 공간과 예술, 그 너머의 생각",김종진,효형,2018,720.1 김75ㅁ,720.1,,,720.1
CATTOC000000737764,대한민국에 건축은 없다 : 한국건축의 새로운 타이폴로지 찾기,이상헌,효형,2013,720.1 이51ㄷ,720.1,,,720.1
CATTOC000000874757,건축의 공간 개념 : 근대건축 역사와 이론에서 진화한 새로운 개념,"Ven, Cornelis van de",씨아이알,2019,720.1 V447s 1987/K,720.1,,,720.1
CATTOC000000894047,사회비판이론과 건축이론,임기택,Spacetime : 시공문화사,2019,720.1 임19ㅅ,720.1,,,720.1
CATTOC000000903358,Political theory and architecture,"Bell, Duncan",Bloomsbury Academic,2020,720.1 P769,720.1,,,720.1
CATTOC000000900714,가상 건축,AAPK,Brique(브리크컴퍼니),2020,720.1 가51,720.1,,,720.1
CATTOC000000913703,"Dance, architecture and engineering","Akinleye, Adesola",Bloomsbury Academic,2021,720.1 A315d,720.1,,,720.1
CATTOC000000908483,(2021) 공간 트렌드 : 스페이스뱅크가 만난 공간들,이원희,씨이오메이커,2021,720.1 공11,720.1,,,720.1
CATTOC000000914008,차선공간 : 한·일 차실 건축공간의 미학,문철수,明文堂,2021,720.1 문813ㅊ,720.1,,,720.1
CATTOC000000709488,"George Washington's eye : landscape, architecture, and design at Mount Vernon","Manca, Joseph",Johns Hopkins University Press,2012,711.4 M268g,711.4,,,711.4
CATTOC000000655152,Seoul gangnam district design masterpiece housing,한국토지공사,LH,2010,711.4 S478,711.4,,,711.4
CATTOC000000650971,(2010 서울시) 도시생태현황도 정비·제작: 2차년도,서울시정개발연구원,서울특별시,2010,711.4 도59,711.4,,,711.4
CATTOC000000641327,공공디자인 행정론,윤종영,삼성,2009,711.4 윤75ㄱ,711.4,,,711.4
CATTOC000000645777,세계 디자인 도시를 가다,김미리,랜덤하우스코리아,2010,711.4 김39ㅅ,711.4,,,711.4
CATTOC000000641326,공공디자인 행정론,탑스팟 연구회,탑스팟,2010,711.4 탑58ㄱ,711.4,,,711.4
CATTOC000000640541,도시 디자인 경영: 도시디자인의 혁신적 솔루션,김은아,한국학술정보,2009,711.4 김68ㄷ,711.4,,,711.4
CATTOC000000636291,"도시, 변혁을 꿈꾸다",정달식,산지니,2009,711.4 정221ㄷ,711.4,,,711.4
CATTOC000000804986,창조 도시란 무엇인가?,"Vivant, Elsa",아모르문디,2016,711.4 V855q K,711.4,,,711.4
CATTOC000000667364,도시 클리닉: 병든 도시를 치유하는 인문학적 방법론,"김, 테오도르 폴",시대의창,2011,711.4 김833ㄷ,711.4,,,711.4
CATTOC000000643568,도시 건축의 새로운 상상력: 우리 도시 건축의 방향성을 모색하다,김성홍,현암사,2009,711.4 김53ㄷ,711.4,,,711.4
CATTOC000000787918,Small squares : mini plazas,"Fajardo, Julio",Monsa,2008,711.4 S635,711.4,,,711.4
CATTOC000000628634,공공디자인 펀더멘털,최인규,시공문화사,2008,711.4 최69ㄱ,711.4,,,711.4
CATTOC000000612751,(권영걸 교수의) 공공디자인 산책: 55 Topics in public design,권영걸,사미헌,2008,711.4 권64ㄱ,711.4,,,711.4
CATTOC000000590313,"The Media city : media, architecture and urban space","McQuire, Scott",SAGE Publications,2008,711.4 M478m,711.4,,,711.4
CATTOC000000592615,The city of collective memory : its historical imagery and architectural entertainments,"Boyer, M. Christine",MIT Press,1994,711.4 B791c,711.4,,,711.4
CATTOC000000551880,친환경 주거단지의 계획과 평가,정종대,한국학술정보,2006,711.4 정75ㅊ,711.4,,,711.4
CATTOC000000566434,"Paris contemporain : architecture et urbanisme : de Haussmann a< nos jours, une capitale a< l'e<re des me>tropoles","Texier, Simon",Parigramme,2005,711.4 T355p,711.4,,,711.4
CATTOC000000477878,Collage city,"Rowe, Colin",MIT Press,1998,711.4 R878c 1998,711.4,,,711.4
CATTOC000000290235,문화예술의 거리: 계획과 실제,한국. 문화체육부,문화체육부,1996,대 711.4 한17ㅁ,711.4,,,711.4
CATTOC000000804392,도시계획의 조류,영목 신태랑,기문당,2007,711.4 영35ㄷ K,711.4,,,711.4
CATTOC000000294982,이런 마을에서 살고 싶다: 주민들이 직접 나서는 마을 만들기,연등안홍,황금가지,1997,711.4 연228ㅁ K,711.4,,,711.4
CATTOC000000527593,도시건축,김영하,대가,2004,711.4 김64ㄷ,711.4,,,711.4
CATTOC000000749417,보행자를 위한 도시설계,오성훈,auri: 건축도시공간연구소,2013,711.4 오53ㅂㅎ,711.4,,,711.4
CATTOC000000769149,춤추는 마을 만들기 : 동피랑 벽화마을에서 시작된 작은 기적,윤미숙,남해의봄날,2015,711.4 윤39ㅊ,711.4,,,711.4
CATTOC000000764439,도시의 프롬나드 : 매력적인 거리디자인의 재발견: 살고싶은 마을 걷고싶은 거리,신도시하우징협회도시거주환경연구회,미세움,2009,711.4 신225ㅂ K,711.4,,,711.4
CATTOC000000764438,"프롬나드 디자인 : 디자인의 미래, 디자인 정책을 생각하며",프롬나드디자인연구원,한국학술정보,2009,711.4 프235ㅍ,711.4,,,711.4
CATTOC000000704011,보행도시: 좋은 보행환경의 12가지 조건,오성훈,auri,2011,711.4 오53ㅂ,711.4,,,711.4
CATTOC000000754376,보행도시,임금선,한울아카데미: 한울,2013,711.4 임18ㅂ,711.4,,,711.4
CATTOC000000743820,살고싶은 마을 만들기 : 시범사업의 성과와 과제,성균관대학교. 산학협력단,국토연구원,2013,711.4 성17ㅅ,711.4,,,711.4
CATTOC000000741136,(조경·건축·도시 답사기) 디자인 유랑 in Europe,윤호준,도서출판 조경,2012,711.4 윤95ㄷ,711.4,,,711.4
CATTOC000000722099,"유럽의 도시, 공공디자인을 입다",박찬숙,가인디자인그룹,2007,711.4 박811ㅇ,711.4,,,711.4
CATTOC000000747004,Urban composition : developing community through design,"Childs, Mark C.",Princeton Architectural Press,2012,711.4 C537u,711.4,,,711.4
CATTOC000000747465,작은 마을 디자인하기,건 구미자,디자인하우스,2014,LA 711.4 건17ㅁ K,711.4,,,711.4
CATTOC000000788008,City landscape: a contribution to the Council of Europe's European Campaign for Urban Renaissance,"Grove, A. B.",Butterworths,1983,711.4 C581,711.4,,,711.4
CATTOC000000788344,세운상가 그 이상 : 대규모 계획 너머,김성우,"공간서가,: CNB미디어",2015,711.4 세67,711.4,,,711.4
CATTOC000000752572,지도로 보는 수도권 신도시계획 50년 : 1961-2010,오성훈,AURI,2014,711.4 오53ㅈ,711.4,,,711.4
CATTOC000000788040,도시락 맛보기 : 도시와 삶에 대한 100가지 메뉴,황기원,다빈치,2009,711.4 황19ㄷ,711.4,,,711.4
CATTOC000000794160,セヴェラルネス+ : 事物連鎖と都市·建築·人間,중곡 례인,鹿島出版會,2011,711.4 중15ㅅ,711.4,,,711.4
CATTOC000000822183,관계를 디자인하다 : 다양한 관계로부터 시작되는 디자인 이야기,프롬나드디자인연구원,한국학술정보,2017,711.4 프235ㄱ,711.4,,,711.4
CATTOC000000662507,세계의 도시디자인 : 도시설계 사례편,대한국토·도시계획학회,보성각,2010,711.4 대91ㅅ,711.4,,,711.4
CATTOC000000134194,The urban pattern : city planning and design / 2d ed,"Gallion, Arthur B.",Van Nostrand Reinhold,1963,711.4 G171u 1963,711.4,,,711.4
CATTOC000000134195,Garden cities iof to-morrow,"Howard, Ebenezer",Attic,1985,711.4 H848g,711.4,,,711.4
CATTOC000000455233,도시의 건축,"Rossi, Aldo",동녘,2003,711.4 R831a K,711.4,,,711.4
CATTOC000000821053,City 50 : 지속가능한 녹색도시 교통,정병두,한숲,2016,711.4 정44c,711.4,,,711.4
CATTOC000000793092,"전환기, 도시문화공간을 생산하다",조영승,박문사,2016,711.4 조64ㅈ,711.4,,,711.4
CATTOC000000255900,Making townscape : a contextual approach to building in an urban setting,"Tugnutt, Anthony",Mitchell,1987,대 711.4 T915m,711.4,,,711.4
CATTOC000000428317,Representation of places : reality and realism in city design,"Bosselmann, Peter",University of California Press,1998,711.4 B745r,711.4,,,711.4
CATTOC000000322022,조경이 만드는 도시: 친환경적·친인간적 도시의 창조,임승빈,서울대학교출판부,1998,711.4 임58ㅈ,711.4,,,711.4
CATTOC000000088906,서울특별시 개발계획,서울특별시,서울特別市,1968,711.4 서67ㅅ,711.4,,,711.4
CATTOC000000667296,(먹을거리를 사랑하는 기자들이 풀어쓴) '식품안전' 이야기,박태균,한국농림수산정보센터,2010,LA 363.192 식8472,363.192,,,363.192
CATTOC000000831970,"슬픈 옥수수 : 우리의 음식, 땅, 미래에 대한 위협 GMO","Shetterly, Caitlin",풀빛,2018,363.192 S554m K,363.192,,,363.192
CATTOC000000459644,식품의 영양성분 DB 구축사업 (비타민분석),보건산업진흥원,보건복지부,2002,363.192 한17ㅈ 2002/v.59,363.192,,,363.192
CATTOC000000447087,영양강화 목적의 식품첨가물 관리방안,한국. 보건산업진흥원,식품의약품안전청,2002,363.192 한17ㅈ 2002/v.58,363.192,,,363.192
CATTOC000000447089,특수 영양식품 관리 개선 사업,한국. 보건산업진흥원,식품의약품안전청,2002,363.192 한17ㅈ 2002/v.57,363.192,,,363.192
CATTOC000000024976,Rancidity in foods / 2nd ed,"Allen, J. C.",Applied Science,1989,363.192 A427r,363.192,,,363.192
CATTOC000000440173,(최신) 식품위생학/ 2판,우세홍,신광문화사,2002,363.192 식848 2002,363.192,,,363.192
CATTOC000000411574,식품의약품안전청 연구보고서: 요약,한국. 식품의약품안전청,식품의약품안전청,1997-,363.192 식847,363.192,,,363.192
CATTOC000000483999,"먹지마, 위험해!",일본자손기금,해바라기,2004,363.192 일45ㅅ K,363.192,,,363.192
CATTOC000000184380,차라리 아이를 굶겨라,다음을 지키는 엄마 모임,시공사,2000,363.192 다68ㅊ,363.192,,,363.192
CATTOC000000441104,식품위생학,이정훈,백산,2002,363.192 식849,363.192,,,363.192
CATTOC000000459623,(국민의 연령층별) 식생활지침의 개발 및 보급 (1차년도 : 성인 및 노인),한국. 보건복지부,보건복지부,2002,363.192 한17ㅈ 2002/v.63,363.192,,,363.192
CATTOC000000847360,식품위생학,박경진,창지사,2017,363.192 식8473,363.192,,,363.192
CATTOC000000809905,"The Politics of GM food : a comparative study of the UK, USA and EU","Toke, Dave",Routledge,2004,363.192 T646p,363.192,,,363.192
CATTOC000000876723,식품위생학,김정목,창지사,2019,363.192 식8474,363.192,,,363.192
CATTOC000000874764,농장에서 식탁까지 : 신선 과채류 편,박정면,세이프웨이,2018,363.192 박73ㄴ,363.192,,,363.192
CATTOC000000913736,Manger du faux pour de vrai : les scandales de la fraude alimentaire,"Kragl, Ingrid",Robert Laffont,2021,363.192 K89m,363.192,,,363.192
CATTOC000000551850,식품안전의 경제학,중도강박,강원대학교출판부,2005,LA 363.192 중225ㅅ K,363.192,,,363.192
CATTOC000000970482,(100개의 사례로 알아보는) 식품 표시광고,전대훈,좋은땅,2023,363.192 전222ㅅ,363.192,,,363.192
CATTOC000000969006,식품위생학 : 식품위생의 현황 및 이론과 실무에 대한 지식,김지응,백산출판사,2022,363.192 김79ㅅ,363.192,,,363.192
CATTOC000000973139,식품위생학 / 제2판,박경진,창지사,2023,363.192 식8473 2023,363.192,,,363.192
CATTOC000000565394,우리의 먹을 거리는 안전한가?: 과학으로 알아보는 식품 안전 이야기,"Feillet, Pierre",민음IN,2006,LA 363.192 F298p K,363.192,,,363.192
CATTOC000000970073,식품위생학 : 식품위생학의 원리 및 이론과 실무,이인숙,백산출판사,2023,363.192 식8475,363.192,,,363.192
CATTOC000000888971,종말의 밥상,박중곤,소담출판사,2020,363.192 박77ㅈ,363.192,,,363.192
CATTOC000000991425,(과학과 법리로 읽는 인체 위해성 기반) 식품 안전성 이해,강길진,광문각,2024,363.192 강19ㅅ,363.192,,,363.192
CATTOC000000515703,식품위생과 안전성,강호조,범문사,2004,363.192 식8471,363.192,,,363.192
CATTOC000000532076,조사식품의 안전성과 국제교역,이철호,고려대학교출판부,1998,363.192 조51,363.192,,,363.192
CATTOC000000514123,(우리가 꼭 알아야 할) 음식에 관한 47가지 진실,"Sams, Craig",휴먼앤북스,2005,363.192 S193 l K,363.192,,,363.192
CATTOC000000503822,"과자, 내 아이를 해치는 달콤한 유혹",안병수,국일미디어,2005-2009,363.192 안44ㄱ,363.192,,,363.192
CATTOC000000075306,食品의 安全性 硏究,이서래,이화여자대학교 출판부,1993,363.192 이53ㅅ,363.192,,,363.192
CATTOC000001010663,푸드 리스크 매니지먼트 : 푸드산업 종사자라면 꼭 알아야 할 식품 안전과 위기 대응,박성진,예미,2025,363.192 박53ㅍ,363.192,,,363.192
CATTOC000001025244,이것은 왜 오렌지주스인가 : 식품 혐오와 열광 사이에서 식품 라벨 읽기,"Frohlich, Xaq",따비,2026,363.192 F928f K,363.192,,,363.192
CATTOC000000670259,과거를 보고 미래를 연다: 우리나라 식품위생 정책의 역사,신광순,지상사,2011,363.1920951 신16ㄱ,363.1920951,,,363.192
CATTOC000000701240,"Food supplies and food safety : production, conservation and population impact","Walsch, Marion B.",Nova Science Publishers,2011,363.1926 F686,363.1926,,,363.192
CATTOC000000598084,"내추럴리 데인저러스: 우리가 잘못 알아 온 음식, 건강, 환경에 대한 100가지 지식들","Collman, James Paddock",다산초당,2008,363.1926 C713n K,363.1926,,,363.192
CATTOC000000701199,Global agricultural imports,"McCord, Lynn M.",Nova Science Publishers,2011,363.1920973 G562,363.1920973,,,363.192
CATTOC000000776224,육식의 불편한 진실 / 2판,"Robbins, John",아름드리미디어,2014,363.1929 R634d K/2014,363.1929,,,363.192
CATTOC000000790366,"먹거리의 리스크학 : 먹거리의 안전문제, 리스크 평가와 관리의 관점에서 바라보다",중서 준자,푸른길,2016,363.1926 중53ㅅ K,363.1926,,,363.192
CATTOC000000776864,Safe food : the politics of food safety / Updated and expanded,"Nestle, Marion",University of California Press,2010,363.1926 N468s 2010,363.1926,,,363.192
CATTOC000000714890,식품 사기꾼들,"Bode, Thilo",민음사,2012,363.1920943 B666e K,363.1920943,,,363.192
CATTOC000000748150,공포의 식탁 : 식품 사기의 역사,"Wilson, Bee",일조각,2014,363.19209 W746s K,363.19209,,,363.192
CATTOC000000358386,"International food safety handbook : science, international regulation, and control","Heijden, Kees A. van der",Marcel Dekker,1999,363.19264 I 61,363.19264,,,363.192
CATTOC000000864428,Outbreak : foodborne illness and the struggle for food safety,"Lytton, Timothy D.",University of Chicago,2019,363.19260973 L998o,363.19260973,,,363.192
CATTOC000000892505,Food fights : how history matters to contemporary food debates,"Ludington, Charles C.",University of North Carolina Press,2019,363.1920973 F686,363.1920973,,,363.192
CATTOC000000909739,오늘의 화학 : 엉뚱하지만 쓸모 많은 생활 밀착형 화학의 세계,"Zaidan, George",시공사,2021,363.1926 Z21i K,363.1926,,,363.192
CATTOC000000869477,Canned : the rise and fall of consumer confidence in the American food industry,"Zeide, Anna",University of California,2018,363.1929 Z45c,363.1929,,,363.192
CATTOC000000178222,육식 건강을 망치고 세상을 망친다: 식생활혁명,"Robbins, John",아름드리,2000,363.1929 R634d K,363.1929,,,363.192
CATTOC000000598233,중국 식품이 우리 몸을 망친다: 한국인의 밥상을 점령한 중국산 식품의 위험에 대한 현장보고,주경,시공사,2008,363.1920952 주14ㅁ K,363.1920952,,,363.192
CATTOC000000634476,식품안전성,이서래,자유아카데미,2008,363.1926 이53ㅅ,363.1926,,,363.192
CATTOC000000402155,유전자조작식품의 정체,정광모,正宇社,2001,보관서고,363.192,,,363.192
CATTOC000000699419,Not just China : the rise of recalls in the age of global business,"Bapuji, Hari",Palgrave Macmillan,2011,363.19 B222n,363.19,,,363.19
CATTOC000000537942,쓰지마 위험해!,소약 순일,워너비,2006,363.19 소62ㅅ K,363.19,,,363.19
CATTOC000000191911,제조물책임대책: 제품안전의 체크포인트,안전종합연구소,대광서림,1995,363.19 안73ㅈ K,363.19,,,363.19
CATTOC000000170685,식품용기의 안전과 내분비 교란물질 세미나,한국프라스틱공업협동조합,한국프라스틱공업협동조합,1998,363.19 한17ㅅ,363.19,,,363.19
CATTOC000000826369,"화학물질, 비밀은 위험하다",김신범,포도밭,2017,363.19 김59ㅎ,363.19,,,363.19
CATTOC000000849890,화학 물질의 습격 : 위험한 시대를 사는 법,계명찬,KOREA.COM : 대성,2018,363.19 계34ㅎ,363.19,,,363.19
CATTOC000000031928,Informational approaches to regulation,"Magat, Wesley A.",MIT Press,1992,363.19 M189i,363.19,,,363.19
CATTOC000000931399,햇빛도 때로는 독이다 : 생활 속 화학물질로부터 건강을 지키는 법,박은정,경희대학교 출판문화원,2022,363.19 박68ㅎ,363.19,,,363.19
CATTOC000000915117,내 몸이 증거다,가습기살균제 피해자들,스토리플래너,2021,363.19 가58ㄴ,363.19,,,363.19
CATTOC000000239447,생활속의 유해물질: 우리는 안전한가,소약순일,일월서각,1996,363.19 소62ㅇ K,363.19,,,363.19
CATTOC000000544810,"CE marking, product standards and world trade","Hanson, David",Edward Elgar,2005,LA 363.1902 H251c,363.1902,,,363.19
CATTOC000000528116,FDA vs 식약청,이형기,청년의사,2005,LA 363.1906 이94F,363.1906,,,363.19
CATTOC000000871773,식약처 그 600일의 기록,류영진,꿈틀,2019,363.19092 류64ㅅ,363.19092,,,363.19
CATTOC000000792247,의약에서 독약으로,"Borch-Jacobsen, Mikkel",율리시즈,2016,363.194 B594 K,363.194,,,363.19
CATTOC000000024963,Local provision of public services : the Tiebout model after twenty-five years,"Zodrow, George R.",Academic Press,1983,363 Z84l,363,,,363
CATTOC000000711862,Infrastructure : the social value of shared resources,"Frischmann, Brett M.",Oxford University Press,2012,363 F917i,363,,,363
CATTOC000000124139,Praeferenzen fuer oeffentliche Gueter : Ansaetze zu ihrer Erfassung,"Pommerehne, Werner W.",Mohr(Paul Siebeck),1987,363 P787p,363,,,363
CATTOC000000024960,The Technology of political control / 2d ed,"Ackroyd, Carol",Pluto,1980,363 A182t 1980,363,,,363
CATTOC000000024961,Economics and public policy : the automobile pollution case,"Dewees, Donald N.",MIT Press,1974,363 D516e,363,,,363
CATTOC000000024962,Environmental monitoring : a report to the U.S. Environmental Protection Agency,National Research Council. Study Group on Environmental Monitoring,National Academy of Sciences,1977,363 N277e,363,,,363
CATTOC000000489975,국내 유류오염토양 관리를 위한 정책방향 연구,윤여준,서강대학교 공공정책대학원,2004,AR 363 2004 윤2,363,,,363
CATTOC000000489972,地구環境保全을 위한 協力方案 硏究: 軍과 地方自治團體의 役割關係를 中心으로,이용복,서강대학교 공공정책대학원,2004,AR 363 2004 이1,363,,,363
CATTOC000000488266,Providing global public goods : managing globalization,"Kaul, Inge",Oxford University Press,2003,LA 363 P969,363,,,363
CATTOC000000477427,자연농업을 통한 몽골의 사회경제적 발전 및 환경문제의 통합적 해결 방향,윤승서,서강대학교 공공정책대학원,2004,AR 363 2004 윤1,363,,,363
CATTOC000000477428,동북아지역 환경협력 활성화 방안 연구,민영선,서강대학교 공공정책대학원,2004,AR 363 2004 민1,363,,,363
CATTOC000000477430,우리나라 환경교육의 실태와 그 개선에 관한 연구,권은주,서강대학교 공공정책대학원,2004,AR 363 2004 권1,363,,,363
CATTOC000000472991,軍 環境政策 發展方案에 關한 硏究: 陸軍의 環境敎育 政策을 中心으로,송채규,서강대학교 공공정책대학원,2003,AR 363 2003 송1,363,,,363
CATTOC000000176177,음식물쓰레기 자원화 정책 개선과제 연구,명형남,서강대학교 공공정책대학원,2000,AR 363 2000 명1,363,,,363
CATTOC000000437833,생물다양성 보전 정책 개선방안,류영조,서강대학교 공공정책대학원,2002,AR 363 2002 류1,363,,,363
CATTOC000000685395,그린캠퍼스 도입을 위한 방안 연구: 서강대학교 그린캠퍼스 추진 전략 수립을 중심으로,심상범,서강대학교 공공정책대학원,2011,D 363 2011 심1,363,,,363
CATTOC000000685396,도심근교 국립공원의 관리방안에 관한 연구: 북한산국립공원을 중심으로,최남덕,서강대학교 공공정책대학원,2011,D 363 2011 최1,363,,,363
CATTOC000000908816,탈북자,조천현,보리,2021,363 평96 v.27,363,,,363
CATTOC000000867359,Everything in its path : destruction of community in the Buffalo Creek flood,"Erikson, Kai T.",Simon and Schuster,1976,363 E68e,363,,,363
CATTOC000000755324,"짐승의 시간 : 김근태, 남영동 22일간의 기록",박건웅,보리,2014,363 평96 v.12,363,,,363
CATTOC000000824598,"풀 : 살아 있는 역사, 일본군 '위안부' 피해 할머니의 증언",김금숙,보리,2017,363 평96 v.19,363,,,363
CATTOC000000942231,완벽한 친절함으로부터의 고립,엄태완,바른북스,2022,363 엄832ㅇ,363,,,363
CATTOC000000952767,어느 혁명가의 삶 1920~2010 / 2판,허영철,보리,2015,363 평96 2015/v.14,363,,,363
CATTOC000000952769,도바리,탁영호,보리,2016,363 평96 v.17,363,,,363
CATTOC000000952770,그 여름날의 기억,박건웅,보리,2015,363 평96 v.13,363,,,363
CATTOC000000952771,끝나지 않은 전쟁,박건웅,보리,2015,363 평96 v.16,363,,,363
CATTOC000000944854,괴물들 : 박건웅 단편집,박건웅,보리,2020,363 평96 v.25,363,,,363
CATTOC000000667823,내가 살던 용산,김성희,보리,2010,363 평96 v.2,363,,,363
CATTOC000000836993,그해 봄 : 인혁당 사형수 8명의 이야기,박건웅,보리,2018,363 평96 v.21,363,,,363
CATTOC000000952768,빨간약 : 우리가 알고 있다고 믿는 것들에 대하여,권용득,보리,2015,363 평96 v.15,363,,,363
CATTOC000000176176,환경영향평가에 있어서 주민참여의 실효성을 높이기 위한 방안연구,김선정,서강대학교 공공정책대학원,2000,AR 363 2000 김1,363,,,363
CATTOC000000176178,온실가스배출 저감과 에너지절약을 위한 자발적 협약에 관한 연구,염지연,서강대학교 공공정책대학원,2000,AR 363 2000 염1,363,,,363
CATTOC000000332643,민간의 환경정보체계 활용증대 방안에 관한 연구,장지연,서강대학교 공공정책대학원,1998,AR 363 1998 장1,363,,,363
CATTOC000000287179,지방자치단체의 환경정책 개선방안에 관한 연구: 안산시를 중심으로,양종한,서강대학교 공공정책대학원,1996,AR 363 1996 양1,363,,,363
CATTOC000000296529,환경감사의 정착화 방안에 관한 연구,우재욱,서강대학교 공공정책대학원,1997,AR 363 1997 우1,363,,,363
CATTOC000000698970,먼지 없는 방: 삼성반도체 공장의 비밀,김성희,보리,2012,363 평96 v.10,363,,,363
CATTOC000000698971,사람 냄새: 삼성에 없는 단 한 가지,김수박,보리,2012,363 평96 v.9,363,,,363
CATTOC000000721170,떠날 수 없는 사람들: 또 다른 용산 집을 잃은 사람들의 이야기,김성희,보리,2012,363 평96 v.8,363,,,363
CATTOC000000901286,"문밖의 사람들 : 파견 노동 확대에서 메탄올 실명까지, 청년노동의 현실",김성희,보리,2020,363 평96 v.26,363,,,363
CATTOC000001015173,Social limits to growth,"Hirsch, Fred",Routledge,2026,363 H669s,363,,,363
CATTOC000000345350,생태관광지의 환경친화적 관리정책에 관한 연구,김지연,서강대학교 공공정책대학원,1998,AR 363 1998 김1,363,,,363
CATTOC000000665838,An introduction to climate change economics and policy,"FitzRoy, Felix R.",Earthscan,2010,363.73874 F561i,363.73874,,,363
CATTOC000000674339,"The politics of provisions : food riots, moral economy, and market transition in England, c. 1550-1850","Bohstedt, John",Ashgate,2010,363.80942 B677p,363.80942,,,363
CATTOC000000673101,Crime scene to court : the essentials of forensic science / 3rd ed,"White, Peter",Royal Society of Chemistry,2010,LA 363.25 C9295,363.25,,,363
CATTOC000000674994,Mechanics of impression evidence,"Pierce, David",Auerbach Publications,2011,LA 363.258 P615m,363.258,,,363
CATTOC000000664681,Dead silence : fear and terror on the anthrax trail,"Coen, Bob",Counterpoint: Distributed by Publishers Group West,2009,LA 363.3253 C672d,363.3253,,,363
CATTOC000000659750,형사사법 선진화를 위한 정책방향: 수사구조개혁 백서,신현택,경찰청,2010,LA 363.25 형51,363.25,,,363
CATTOC000000649725,지금 스마트머니는 탄소에 투자한다,태성환,한빛비즈,2010,363.7387 태53ㅈ,363.7387,,,363
CATTOC000000697439,"Drugs in society : causes, concepts and control / 6th ed","Lyman, Michael D.","Anderson; Elsevier Science [distributor],",2011,363.450973 L986d 2011,363.450973,,,363
